gene,C,Chondrocytes,EC-Arteriar,EC-Arteriolar,EC-Sinusoidal,Fibroblasts,MSPC-Adipo,MSPC-Osteo,Myofibroblasts,Osteo,Osteoblasts,Pericytes,Schwann-cells,Smooth-muscle
Rpl15,10.488,3.739,3.326,5.341,7,2.903,3.388,7.165,9.971,5.621,10.504,2.263,1.887,3.203
Rpl17,21.818,25.688,24.086,21.318,25.46,16.885,11.658,19.273,33.187,16.161,13.523,13.245,2.555,6.614
Rpl18,14.541,18.941,17.897,15.274,16.75,11.944,9.289,13.895,21.052,11.745,10.065,12.006,3.837,5.429
Rpl18a,25.229,36.404,43.203,33.447,37.62,26.247,15.752,23.573,77.03,22.742,22.094,22.185,8.619,17.899
Rpl19,18.59,26.363,25.086,21.928,22.716,16.947,13.268,18.573,23.151,18.005,13.899,16.981,4.106,8.291
Rpl21,20.348,21.973,20.835,16.688,17.629,16.641,12.281,16.699,21.659,14.463,12.049,18.446,2.995,8.636
Rpl21-ps4,0.014,0.153,0.141,0.079,0.062,0.144,0.05,0.068,0.308,0.091,0.034,0.082,0.023,0.468
Rpl22,6.406,10.342,10.877,8.529,10.741,6.978,4.311,6.058,6.906,6.567,3.958,6.381,1.128,1.026
Rpl22l1,13.777,16.842,5.744,9.415,11.067,5.588,7.825,12.879,15.776,8.675,11.167,9.08,4.12,10.011
Rpl23,23.274,33.069,28.999,25.235,34.124,19.733,11.366,21.487,24.963,18.072,16.477,17.25,3.182,7.887
Rpl23a,21.089,1.066,0.988,4.79,11.884,1.056,7.277,14.171,3.997,6.707,14.124,0.638,0.594,0.751
Rpl23a-ps3,4.316,3.947,3.715,3.391,3.866,3.745,2.727,4.8,14.985,3.702,4.406,2.848,1.409,4.336
Rpl24,17.916,16.753,17.507,16.902,18.345,12.82,10.879,16.388,26.137,12.919,12.022,12.688,5.426,10.078
Rpl26,20.041,30.123,28.188,22.396,28.64,20.5,12.547,20.154,32.507,18.888,14.164,17.361,3.881,10.924
Rpl27,8.285,0.343,0.525,2.223,5.867,0.334,2.606,4.799,1.43,2.855,7.093,0.28,0.348,0.341
Rpl27-ps3,1.255,1.115,1.346,1.148,1.415,1.159,0.829,1.264,3.455,1.073,1.523,0.759,1.262,1.423
Rpl27a,17.952,27.673,25.161,22.051,22.045,17.158,12.689,20.967,22.439,15.739,21.183,16.791,4.108,6.483
Rpl28,14.326,18.03,18.079,15.01,16.24,11.994,8.104,13.392,12.113,11.847,9.624,10.872,3.653,6.214
Rpl29,11.6,14.907,12.685,13.099,13.566,8.024,6.03,10.21,10.941,7.933,9.507,8.912,1.362,3.415
Rpl3,15.43,22.606,19.916,20.864,19.385,14.784,9.703,15.513,46.229,14.904,13.853,13.271,9.077,13.861
Rpl30,8.514,14.015,13.661,10.901,13.945,9.465,6.405,8.749,9.013,8.653,6.675,8.29,1.816,1.734
Rpl31,14.749,22.018,21.707,17.644,19.808,13.651,9.844,15.57,14.982,13.497,11.985,12.381,2.732,5.331
Rpl32,22.361,35.426,29.829,25.845,26.407,19.799,13.84,23.882,38.747,19.346,19.809,16.405,4.341,8.274
Rpl34,17.389,23.6,21.332,19.785,25.949,16.172,11.305,17.434,25.447,15.505,15.275,13.844,3.679,7.871
Rpl35,22.069,5.181,4.507,7.852,13.342,5.869,8.524,15.712,33.689,8.73,21.345,2.847,3.944,10.116
Rpl35a,25.835,29.146,28.313,24.279,30.553,19.303,14.112,22.529,31.879,19.229,16.639,18.867,2.918,6.654
Rpl36,16.191,14.199,15.093,14.25,19.214,9.928,10.061,16.551,24.757,12.425,13.815,9.98,3.462,8.677
Rpl36-ps3,0.638,0.652,0.705,0.755,0.883,0.625,0.568,0.879,3.42,0.719,0.877,0.507,0.707,1.442
Rpl36-ps4,0,0.002,0.017,0.002,0.003,0.002,0.001,0.001,0,0,0,0,0,0
Rpl36a,0,17.045,14.06,9.687,8.455,9.724,3.52,4.906,20.861,6.484,0.692,8.806,1.413,5.551
Rpl36al,4.977,7.977,5.727,4.784,4.979,6.546,3.503,4.873,4.122,5.932,5.213,4.051,1.903,2.198
Rpl37,24.572,22.634,22.629,21.075,28.225,16.852,13.363,22.858,48.401,17.081,20.418,14.497,5.989,13.361
Rpl37a,40.507,29.396,32.948,33.718,48.551,23.11,20.058,33.965,43.317,24.895,27.803,20.075,5.76,13.484
Rpl38,17.111,12.911,10.005,11.105,15.604,7.975,8.293,16.421,19.372,12.298,27.789,6.931,3.961,6.012
Rpl39,0,29.877,21.258,15.271,11.037,16.247,6.332,10.021,25.164,12.656,1.394,16.384,2.414,5.824
Rpl39l,0.66,0.477,0.029,0.032,0.023,0.086,0.612,0.637,0,0.362,0.299,0.152,0.046,0
Rpl3l,0.01,0.002,0,0,0.001,0.002,0.001,0.002,0.007,0,0.006,0,0,0
Rpl4,12.071,19.659,16.033,13.804,14.276,12.064,5.675,9.832,32.33,10.375,10.918,9.63,4.386,7.031
Rpl41,57.555,45.124,36.037,38.068,47.199,30.049,25.202,43.826,63.441,36.074,72.383,26.556,10.874,37.044
Rpl5,6.902,9.945,7.97,7.215,9.044,5.674,4.214,6.718,9.111,5.806,5.627,5.464,1.688,2.482
Rpl6,20.029,4.717,5.196,8.861,14.663,3.913,6.691,12.63,15.774,8.062,15.623,3.532,2.661,4.354
Rpl6l,2.284,3.24,3.012,2.808,2.669,2.608,1.526,2.601,12.835,2.452,3.434,1.851,1.861,3.286
Rpl7,13.277,19.608,21.178,18.458,20.633,14.748,9.074,14.663,23.325,13.872,10.77,13.216,3.616,6.25
Rpl7a,10.279,4.163,3.486,4.821,7.307,3.769,4.008,6.627,7.42,4.722,6.569,3.244,2.271,4.299
Rpl7a-ps3,0.014,0.024,0.007,0.036,0.018,0.019,0.017,0.028,0.047,0.029,0.033,0.035,0,0
Rpl7a-ps5,0.369,0.281,0.264,0.241,0.283,0.253,0.211,0.354,0.735,0.32,0.468,0.21,0.161,0
Rpl7l1,0.447,0.648,0.68,0.58,0.431,0.514,0.456,0.643,1.171,0.621,0.369,0.502,0.413,0.425
Rpl8,16.521,23.231,22.249,19.349,19.89,17.784,11.906,17.975,25.474,16.026,12.784,16.413,4.091,10.103
Rpl9,17.209,1.719,1.68,5.877,14.237,1.36,6.772,11.351,5.545,5.539,12.191,1.43,0.909,1.405
Rpl9-ps1,0,0.097,0.087,0.051,0.052,0.074,0.032,0.049,0.301,0.042,0.021,0.086,0.008,0
Rpl9-ps6,1.37,2.753,2.988,2.199,2.338,2.181,1.52,2.177,10.936,1.836,2.082,1.703,1.475,3.138
Rplp0,25.511,46.308,23.179,21.612,23.179,26.451,12.121,25.054,59.671,24.841,32.851,14.788,6.092,13.496
Rplp1,29.966,37.878,23.594,20.125,25.889,19.558,12.983,26.312,21.638,21.324,25.849,15.196,3.025,7.249
Rplp2,23.285,19.989,16.36,15.595,21.176,11.809,10.808,17.592,16.503,13.359,14.905,11.508,2.261,6.372
Rpn1,1.425,1.061,0.603,0.896,0.849,1.033,1.176,1.327,0.598,1.153,1.699,0.459,1.171,0.955
Rpn2,2.512,1.953,1.222,1.447,1.563,2.204,4.211,2.763,2.08,1.87,3.232,1.277,1.707,0.668
Rpp14,0.251,0.285,0.303,0.292,0.233,0.268,0.255,0.267,0.161,0.302,0.163,0.369,0.153,0.084
Rpp21,0.866,0.607,0.617,0.736,1.023,0.653,0.854,0.786,0.546,0.692,0.375,0.773,0.513,0.617
Rpp25l,0.258,0.297,0.326,0.288,0.22,0.292,0.338,0.278,0.1,0.282,0.164,0.417,0.362,0
Rpp30,0.259,0.158,0.334,0.218,0.173,0.23,0.235,0.194,0.423,0.171,0.076,0.306,0.58,0.379
Rpp38,0.022,0.088,0.078,0.02,0.016,0.045,0.061,0.071,0.3,0.053,0.025,0.074,0.348,0
Rpp40,0.031,0.043,0.024,0.012,0.018,0.035,0.029,0.036,0.028,0.03,0.011,0.058,0.089,0.244
Rprd1a,0.082,0.102,0.1,0.08,0.102,0.119,0.094,0.092,0.043,0.099,0.041,0.114,0.199,0
Rprd1b,0.201,0.171,0.238,0.254,0.259,0.17,0.27,0.226,0.138,0.169,0.102,0.211,0.169,0.316
Rprd2,0.251,0.169,0.334,0.323,0.344,0.158,0.273,0.249,0.206,0.127,0.101,0.207,0.142,0.238
Rprm,0,0.002,0,0,0,0.009,0.001,0.001,0,0.007,0.009,0,0,0
Rprml,0,0.002,0,0,0,0.008,0.001,0.002,0,0.002,0.004,0,0,0
Rps10,11.723,18.815,14.581,13.083,15.197,11.647,7.87,11.862,9.925,10.593,8.485,10.038,1.889,2.117
Rps11,20.489,27.81,33.691,26.922,29.523,19.425,14.669,20.618,27.354,17.585,16.428,16.883,4.291,10.632
Rps12,16.23,0.3,0.204,2.881,9.474,0.162,4.461,9.31,0.258,3.903,13.26,0.149,0.014,0
Rps12-ps3,3.495,5.306,3.739,3.252,4.364,2.732,2.089,3.596,4.713,3.213,4.54,2.163,0.379,0.947
Rps13,14.003,19.888,17.941,16.023,18.701,12.778,9.492,14.706,18.287,12.388,10.238,10.32,3.593,4.413
Rps14,28.632,41.773,44.939,38.595,46.033,29.749,19.141,29.814,70.699,27.736,26.502,23.71,8.915,15.943
Rps15,18.392,22.063,24.635,18.846,23.346,15.258,11.621,16.556,19.919,14.049,10.629,14.8,2.25,5.804
Rps15a,21.521,25.563,23.388,22.439,29.119,16.119,12.376,21.502,25.589,16.608,15.656,15.589,2.996,5.737
Rps16,23.238,28.29,29.007,24.701,33.997,20.28,14.35,19.924,32.758,18.982,15.131,18.285,4.561,14.013
Rps17,18.06,25.322,21.945,18.307,20.389,13.27,9.734,16.841,16.927,14.111,13.867,13.652,2.801,4.045
Rps18,27.359,31.185,25.423,23.955,29.184,17.865,14.298,28.281,53.328,18.39,21.537,14.191,4.517,8.349
Rps18-ps3,0.746,1.152,1.334,0.874,0.969,0.92,0.619,1.138,4.648,0.788,0.846,0.57,0.665,0.614
Rps19,35.277,45.102,35.252,35.61,41.185,26.898,18.057,30.407,80.269,24.918,24.27,20.581,6.61,17.613
Rps19bp1,0.485,0.464,0.433,0.364,0.323,0.41,0.449,0.499,0.436,0.403,0.27,0.464,0.304,0.554
Rps2,22.269,24.663,16.753,17.553,20.298,15.882,9.964,19.862,26.93,16.059,16.714,13.833,3.606,15.252
Rps2-ps6,0.11,0.096,0.067,0.09,0.053,0.081,0.033,0.08,0.253,0.068,0.134,0.066,0.022,0.316
Rps20,17.267,20.844,21.954,17.948,24.421,12.882,10.431,14.301,15.084,12.348,10.443,11.726,1.578,3.657
Rps21,10.014,13.802,14.657,12.64,15.057,8.341,6.568,9.537,10.493,9.84,10.111,8.065,2.276,5.009
Rps23,24.169,36.74,39.964,30.82,35.954,28.354,19.409,24.76,50.377,24.698,20.026,21.08,5.429,12.962
Rps24,22.844,36.799,30.508,24.903,31.532,19.704,12.825,19.246,22.967,17.799,13.385,16.596,3.278,7.977
Rps25,14.993,23.905,20.574,17.098,19.818,13.765,8.783,13.699,15.728,13.311,12.363,13.609,2.977,6.925
Rps26,12.049,7.825,6.775,6.755,8.823,5.478,4.736,10.255,14.308,6.843,9.88,4.569,2.134,4.896
Rps26-ps1,0.559,1.498,1.362,1.109,0.944,1.295,0.554,1.061,4.984,1.007,1.025,1.058,1.105,1.002
Rps27,28.654,0.517,0.607,10.614,30.68,0.628,10.139,15.348,3.445,9.53,20.772,0.5,0.363,0.818
Rps27a,22.226,34.395,27.804,22.655,26.327,19.691,14.299,23.267,31.278,20.478,22.265,16.29,7.384,7.602
Rps27l,5.258,5.054,4.853,3.848,3.414,5.112,3.489,4.862,4.996,4.505,3.713,4.163,2.072,3.205
Rps27rt,2.938,2.074,3.067,4.113,5.604,2.866,2.389,2.975,19.839,2.531,3.051,1.8,3.518,7.062
Rps28,19.787,8.553,8.087,10.625,19.133,7.693,8.05,16.428,38.173,11.166,28.382,4.227,3.642,9.245
Rps29,39.953,17.113,18.975,24.772,39.66,12.228,17.712,27.04,30.226,17.675,34.489,10.587,6.826,14.969
Rps3,22.828,28.297,24.767,22.979,47.374,17.208,10.871,18.66,36.223,15.548,13.848,15.15,7.113,10.651
Rps3a1,22.071,36.614,20.961,20.478,26.682,22.449,14.244,23.63,34.359,20.211,18.187,18.023,4.43,7.389
Rps4x,0,36.072,29.899,22.157,17.487,25.596,8.071,10.777,45.402,15.447,1.219,19.068,3.368,6.02
Rps5,22.669,29.469,29.392,22.63,23.972,22.547,12.803,19.978,63.323,19.131,16.086,15.961,6.294,10.093
Rps6,18.191,29.334,24.139,22.699,26.173,18.425,10.582,16.942,56.039,15.492,14.021,15.038,8.012,9.892
Rps6ka1,0,0.033,0.047,0.056,0.109,0.013,0.022,0.021,0.007,0.01,0.009,0.051,0.121,0
Rps6ka2,0.025,0.032,0.07,0.173,0.042,0.056,0.031,0.035,0.032,0.023,0.004,0.099,0.16,0
Rps6ka3,0,0.214,0.713,0.633,0.278,0.302,0.129,0.126,0.285,0.161,0.025,0.179,0.087,0.168
Rps6ka4,0.174,0.294,0.374,0.481,0.231,0.428,0.3,0.283,0.204,0.369,0.134,0.421,0.148,0.316
Rps6ka5,0.072,0.027,0.044,0.035,0.041,0.028,0.034,0.017,0.057,0.016,0.012,0.066,0.207,0.292
Rps6ka6,0,0.021,0,0,0,0.006,0,0,0.01,0.003,0,0,0,0
Rps6kb1,0.83,0.452,0.644,0.695,0.618,0.395,0.786,0.578,0.622,0.47,0.623,0.685,0.402,0.691
Rps6kb2,0.087,0.114,0.198,0.237,0.173,0.13,0.185,0.175,0.259,0.119,0.081,0.401,0.172,0.506
Rps6kc1,0.086,0.057,0.045,0.075,0.073,0.084,0.092,0.066,0.096,0.084,0.046,0.136,0.136,0.322
Rps6kl1,0,0,0.199,0.037,0.001,0.002,0,0,0,0,0,0,0.119,0
Rps7,16.714,18.834,16.231,14.604,17.653,10.925,7.867,13.7,30.312,10.479,12.696,9.135,3.576,5.787
Rps8,33.095,35.409,27.513,25.912,30.418,20.72,18.538,30.727,33.706,22.589,22.609,20.608,4.263,9.028
Rps9,20.884,23.94,21.511,21.302,26.294,17.748,13.309,20.276,34.509,17.232,14.116,14.601,6.499,8.311
Rpsa,15.31,21.089,10.948,10.994,13.314,11.872,7.913,12.661,14.015,11.208,11.682,8.628,2.968,1.854
Rptor,0.113,0.092,0.107,0.14,0.14,0.079,0.114,0.11,0.096,0.093,0.055,0.05,0.057,0
Rpusd1,0.048,0.043,0.137,0.041,0.031,0.077,0.078,0.064,0.031,0.087,0.029,0.011,0.183,0
Rpusd2,0,0.005,0,0.004,0.006,0.005,0.006,0.004,0.022,0.003,0.004,0,0.025,0
Rpusd3,0.094,0.044,0.093,0.04,0.046,0.03,0.059,0.047,0,0.04,0.019,0.12,0.108,0
Rpusd4,0.094,0.096,0.187,0.107,0.149,0.079,0.14,0.128,0.015,0.096,0.056,0.094,0.057,0.084
Rqcd1,0.053,0.146,0.059,0.101,0.113,0.139,0.11,0.107,0.096,0.123,0.058,0.117,0.193,0.206
Rrad,0.11,0.229,0.228,0.597,0.507,0.15,1.829,0.486,1.004,0.385,0.108,7.444,0,18.153
Rraga,0.481,0.667,0.787,0.749,0.515,0.664,0.674,0.659,0.914,0.738,0.403,0.859,1.365,0.598
Rragb,0,0.007,0,0.001,0,0.006,0,0,0,0.001,0,0,0.016,0
Rragc,0.254,0.436,0.621,0.519,0.404,0.648,0.48,0.353,0.322,0.594,0.246,0.655,0.8,0.607
Rragd,0,0.004,0,0.001,0.001,0.013,0.005,0.006,0.107,0.006,0.02,0.103,0.03,0
Rras,0.353,0.405,1.72,1.54,0.769,1.169,1.352,0.594,0.945,0.683,0.046,1.755,0.101,1.403
Rras2,0.138,0.338,0.299,0.179,0.137,0.093,0.282,0.231,0.185,0.154,0.088,0.134,0.01,0
Rrbp1,4.126,6.215,2.966,5.437,6.162,4.795,3.955,5.102,1.755,5.363,9.35,3.118,1.618,1.63
Rreb1,0.289,0.078,0.225,0.241,0.461,0.07,0.234,0.22,0.025,0.082,0.103,0.175,0.029,0
Rrh,0,0.003,0.017,0.005,0.001,0.003,0.001,0,0,0.002,0,0,0,0
Rrm1,1.174,0.115,0.2,0.128,0.151,0.1,0.095,0.133,0.154,0.075,0.058,0.088,0.223,0.562
Rrm2,1.446,0.165,0.137,0.09,0.052,0.084,0.06,0.081,0.24,0.108,0.065,0.109,0.044,0
Rrm2b,0.143,0.086,0.165,0.149,0.148,0.117,0.154,0.14,0.034,0.101,0.045,0.328,0.132,0
Rrn3,0.196,0.197,0.278,0.188,0.19,0.163,0.194,0.162,0.175,0.135,0.104,0.219,0.198,0.278
Rrnad1,0.107,0.118,0.276,0.222,0.13,0.117,0.279,0.25,0.231,0.139,0.066,0.183,0.337,0.247
Rrp1,0.986,0.599,1.14,1.047,0.86,0.732,0.797,1.002,1.038,0.711,0.626,1.117,1.51,2.704
Rrp12,0.005,0.042,0.019,0.013,0.02,0.021,0.014,0.025,0.093,0.018,0.013,0.008,0.09,0
Rrp15,0.18,0.386,0.267,0.208,0.214,0.263,0.253,0.278,0.835,0.229,0.153,0.347,0.109,0.498
Rrp1b,0.157,0.107,0.03,0.069,0.066,0.09,0.129,0.107,0.226,0.081,0.05,0.185,0.01,0.698
Rrp36,0.147,0.104,0.199,0.171,0.128,0.165,0.214,0.2,0.093,0.164,0.146,0.175,0.464,0
Rrp7a,0.222,0.36,0.501,0.458,0.251,0.398,0.326,0.389,0.299,0.368,0.213,0.342,0.32,0.605
Rrp8,0.202,0.278,0.238,0.14,0.104,0.205,0.2,0.282,0.187,0.307,0.162,0.217,0.171,0.296
Rrp9,0.158,0.194,0.12,0.214,0.145,0.21,0.132,0.156,0.672,0.195,0.129,0.159,0.378,0.143
Rrs1,0.328,0.39,0.484,0.259,0.168,0.228,0.197,0.253,0.683,0.219,0.149,0.287,0.609,0.11
Rsad1,0.022,0.05,0.054,0.03,0.039,0.07,0.033,0.041,0.046,0.084,0.019,0.042,0.057,0
Rsad2,0.155,0.006,1.445,1.98,0.143,0.014,0.037,0.008,0.015,0.004,0.005,0.006,0.024,0
Rsbn1,0.269,0.241,0.393,0.433,0.44,0.265,0.476,0.426,0.286,0.325,0.157,0.398,0.16,0.329
Rsbn1l,0.717,0.362,0.609,0.857,0.75,0.383,0.708,0.645,0.298,0.371,0.278,0.821,0.198,0.404
Rsf1,0.507,0.237,0.421,0.556,0.51,0.276,0.503,0.503,0.285,0.289,0.279,0.517,0.408,0.143
Rsf1os2,0,0,0.01,0,0,0,0,0.002,0,0.001,0,0,0,0
Rsg1,0,0.002,0,0.001,0,0.002,0.005,0.005,0,0.002,0.004,0.016,0.013,0
Rsl1,0,0.003,0.006,0.015,0.012,0.004,0.017,0.01,0,0.005,0.004,0,0.023,0
Rsl1d1,0.64,0.61,0.731,0.586,0.431,0.476,0.524,0.679,1.483,0.539,0.443,0.487,0.82,0.48
Rsl24d1,0.4,0.555,0.645,0.486,0.382,0.532,0.401,0.456,0.596,0.583,0.387,0.662,0.48,0
Rslcan18,0,0.003,0,0.008,0.002,0.001,0.002,0.002,0,0.003,0.003,0,0.009,0
Rsph1,0.007,0.133,0.007,0.01,0.005,0.076,0.015,0.01,0.026,0.045,0.01,0.025,0.024,0
Rsph10b,0,0.001,0,0.002,0.001,0.001,0,0.001,0,0.001,0,0,0,0
Rsph3a,0.036,0.026,0.028,0.01,0.016,0.028,0.026,0.035,0.046,0.038,0.082,0,0.041,0
Rsph3b,0.01,0.014,0,0.008,0.007,0.016,0.01,0.01,0.03,0.014,0.058,0,0.026,0
Rsph9,0.014,0.095,0.022,0.026,0.002,0.147,0.084,0.043,0.2,0.184,0.02,0.127,0.061,0
Rspo1,0,0.009,0,0,0.001,0.029,0,0.001,0.021,0.027,0,0,0,0
Rspo2,0.029,0.007,0,0.006,0.006,0.117,1.228,0.242,0.007,0.035,0.005,0.027,0.132,0
Rspo3,0.253,0.828,0.024,0.02,0.008,0.029,1.967,1.293,0,0.129,0.004,0.082,0,0
Rspo4,0,0.38,0,0,0.001,0.003,0.006,0.002,0,0.003,0.001,0.004,0,0
Rspry1,0.278,0.245,0.267,0.257,0.218,0.233,0.292,0.277,0.107,0.272,0.212,0.362,0.138,0.206
Rsrc1,1.371,0.874,0.384,0.252,0.254,0.51,1.395,1.442,0.303,0.787,0.739,1.315,0.553,0.702
Rsrc2,2.058,1.093,2.085,2.343,2.181,0.977,1.956,1.602,1.389,1.23,0.799,2.343,1.613,0.964
Rsrp1,2.875,2.426,4.234,5.732,4.37,2.74,5.297,3.503,5.035,2.571,1.865,5.955,8.746,4.943
Rsu1,1.256,0.695,1.939,2.18,1.092,1.153,1.472,1.35,1.269,1.061,0.382,2.18,1.547,2.621
Rtbdn,0,0.001,0,0.004,0.004,0,0,0,0,0.002,0.011,0,0,0
Rtca,0.199,0.23,0.3,0.296,0.141,0.323,0.211,0.234,0.238,0.288,0.268,0.374,0.324,0
Rtcb,0.574,0.588,0.932,0.786,0.71,0.571,0.6,0.605,0.913,0.518,0.388,0.392,0.678,0.802
Rtel1,0.15,0.026,0.006,0.019,0.027,0.024,0.035,0.049,0.008,0.029,0.023,0.05,0,0
Rtf1,1.47,0.827,1.293,1.501,1.3,0.917,1.298,1.269,1.088,1.057,0.566,1.137,0.746,0.406
Rtfdc1,0.297,0.248,0.658,0.519,0.373,0.399,0.437,0.401,0.46,0.441,0.242,0.394,0.864,0.168
Rtkn,0.007,0.358,0.072,0.059,0.049,0.319,0.038,0.036,0.323,0.203,0.036,0.108,1.189,0
Rtkn2,0.051,0.001,0,0.004,0,0,0.001,0.003,0.027,0.001,0.013,0.018,0.381,0
Rtn1,0,0.029,0.097,0.012,0.001,0.086,0,0,0.04,0.002,0.004,0.047,0,0
Rtn2,0.016,0.018,0.061,0.044,0.04,0.029,0.142,0.125,1.16,0.032,0.04,0.486,0.086,0
Rtn3,1.079,0.955,1.835,1.746,0.983,1.429,1.052,0.852,0.678,1.022,0.501,1.179,4.378,1.236
Rtn4,1.7,1.975,2.805,3.618,1.496,3.484,2.222,2.193,5.432,3.192,0.971,2.712,16.829,0.671
Rtn4ip1,0.015,0.033,0.003,0.021,0.027,0.024,0.03,0.026,0.018,0.01,0.008,0.021,0.021,0.129
Rtn4r,0,0.016,0,0,0,0.018,0.002,0.01,0,0.077,0.006,0,0.028,0
Rtn4rl1,0.363,0.026,0.028,0.014,0.418,0.07,0.575,0.376,0,0.151,0.126,1.281,0,0.594
Rtp3,0.019,0.002,0.169,0.1,0.033,0.001,0.005,0.001,0,0.001,0,0,0,0
Rtp4,0.311,0.016,0.825,0.813,0.498,0.055,0.869,0.399,0.061,0.083,0.025,0.106,0.082,0
Rttn,0.019,0.005,0.025,0.013,0.017,0.012,0.018,0.018,0.014,0.012,0.004,0.019,0,0
Rubcn,0.068,0.093,0.253,0.186,0.282,0.096,0.093,0.087,0.043,0.087,0.038,0.054,0.135,0.536
Rufy1,0.079,0.092,0.191,0.133,0.121,0.18,0.126,0.177,0.15,0.159,0.089,0.196,0.535,0.566
Rufy2,0.024,0.062,0.07,0.089,0.068,0.079,0.102,0.1,0.085,0.048,0.055,0.103,0.229,0
Rufy3,0.183,0.119,0.168,0.241,0.193,0.073,0.241,0.201,0.064,0.112,0.133,0.221,1.291,0
Rufy4,0,0.006,0,0,0.001,0,0,0.001,0,0.001,0.013,0,0,0
Rundc1,0.094,0.107,0.138,0.07,0.068,0.091,0.081,0.07,0.085,0.066,0.042,0.116,0.2,0.143
Rundc3a,0,0.008,0,0.049,0.014,0.014,0.023,0.01,0.012,0.006,0.002,0.069,0.488,0
Rundc3b,0,0,0,0.02,0.025,0.003,0.003,0,0,0,0.002,0.005,0.016,0
Runx1,1.964,0.523,0.048,0.08,0.172,1.114,6.577,2.95,1.959,0.986,0.806,1.001,0.02,0.773
Runx1t1,0,0.172,0.296,0.089,0.007,0.278,0.689,0.137,0,0.36,0.007,0.838,0,0.135
Runx2,1.617,0.551,0.038,0.02,0.028,0.058,1.835,2.765,0.026,0.935,1.031,0.101,0,0
Runx2os1,0.074,0.09,0,0.001,0.002,0.028,0.111,0.156,0.025,0.088,0.078,0.008,0,0
Runx3,0.467,0.965,0.014,0.014,0.009,0.011,0.295,0.493,0,0.272,0.09,0.017,0,0
Rusc1,0.129,0.238,0.319,0.277,0.174,0.274,0.144,0.126,0.171,0.211,0.152,0.252,0,0.274
Rusc2,0.168,0.076,0.3,0.203,0.202,0.155,0.09,0.069,0.02,0.149,0.084,0.213,0.234,0.438
Ruvbl1,0.474,0.279,0.308,0.299,0.21,0.277,0.296,0.367,0.598,0.329,0.257,0.378,0.457,0.135
Ruvbl2,0.317,0.279,0.465,0.305,0.227,0.239,0.208,0.243,0.385,0.251,0.132,0.236,0.415,0
Rwdd1,1.445,1.86,2.076,1.643,1.22,1.712,1.191,1.288,0.792,1.645,0.836,1.891,1.19,2.556
Rwdd2a,0.009,0.006,0,0.004,0.015,0.021,0.012,0.017,0.066,0.01,0.019,0.043,0.017,0
Rwdd2b,0.05,0.025,0.05,0.022,0.024,0.017,0.027,0.033,0,0.028,0.021,0.09,0,0
Rwdd3,0.031,0.042,0,0.003,0.006,0.013,0.022,0.025,0.054,0.026,0.02,0.009,0.072,0
Rwdd4a,0.38,0.342,0.356,0.32,0.322,0.229,0.321,0.342,0.302,0.269,0.248,0.254,0.162,0
Rxra,0.22,0.215,0.24,0.259,0.378,0.21,0.257,0.175,0.025,0.174,0.061,0.327,0.027,0
Rxrb,0.206,0.231,0.368,0.349,0.317,0.281,0.266,0.241,0.296,0.324,0.147,0.273,0.512,0.193
Rxrg,0.007,0.001,0,0.002,0.007,0.005,0,0.002,0,0.021,0.018,0.014,0,0.084
Rybp,0.319,0.147,0.184,0.226,0.3,0.156,0.475,0.318,0.374,0.246,0.088,0.243,0.421,0.118
Ryk,0.898,0.84,0.322,0.354,0.347,0.6,0.934,0.997,0.168,0.7,0.746,0.625,0.144,0.866
Ryr1,0.03,0.004,0,0.002,0.001,0.003,0,0.001,0.021,0.002,0.004,0,0,0
Ryr2,0,0,0,0,0,0,0.012,0.002,0,0,0,0.029,0,0
Ryr3,0,0.004,0,0,0.003,0.001,0.001,0.001,0,0.006,0.011,0,0,0
S100a1,1.069,4.07,1.106,1.283,0.594,1.908,0.943,1.999,0.919,1.496,1.099,2.185,3.572,2.605
S100a10,5.959,8.928,15.779,5.098,1.147,18.309,3.293,3.199,15.253,18.376,1.756,3.489,0.55,1.566
S100a11,12.078,3.431,11.518,5.598,1.677,7.537,12.982,11.657,3.974,10.14,2.911,13.674,0.258,3.225
S100a13,4.623,3.177,5.767,6.712,4.809,5.312,3.393,4.734,1.279,3.126,1.415,2.05,3.035,0.493
S100a14,0,0.004,0.006,0.023,0.009,0.003,0.002,0,0,0.003,0.001,0.011,0,0
S100a16,2.406,1.03,4.901,6.974,4.453,2.206,1.898,2.941,2.863,1.797,1.017,0.212,8.521,1.184
S100a2,0,0.001,0,0,0,0.002,0.001,0.002,0,0.006,0,0,0.011,0
S100a3,0.006,0.163,0.036,0.025,0.015,0.055,0.031,0.046,0.02,0.027,0.017,0.034,0.011,0
S100a4,0.904,1.266,1.616,1.01,0.046,17.593,0.138,0.644,1.322,13.073,0.122,5.89,0.009,0.168
S100a5,0,0.039,0.051,0.01,0,0.107,0,0.001,0,0.008,0,0.044,0,0
S100a6,9.171,13.425,41.203,9.139,0.338,56.874,2.807,11.496,11.67,37.03,1.359,39.396,0.082,6.437
S100a7a,0,0.01,0,0,0.002,0.015,0.033,0.024,0.045,0.022,0.002,0.012,0.023,0
S100a8,0.441,1.098,0.874,0.925,0.733,0.853,0.614,0.483,0.447,0.725,0.27,0.952,0.028,0
S100a9,0.191,0.925,1.004,0.805,0.614,0.743,0.505,0.397,0.251,0.71,0.191,0.808,0.027,0.154
