sample_accession_id,sample_alias,file_name,file_accession_id
EGAN00001504090,PV656,PV656_DNA.bam,EGAF00001578068
EGAN00001504090,PV656,PV656_BMMNC.bam,EGAF00001654427
EGAN00001504090,PV656,PV656_DNA.bam,EGAF00001654428
EGAN00001504090,PV656,PV656_BMMNC.bam,EGAF00001654677
EGAN00001504090,PV656,PV656_DNA.bam,EGAF00001654678
EGAN00001504091,PV658,PV658_BMMNC.bam,EGAF00001578069
EGAN00001504091,PV658,PV658_DNA.bam,EGAF00001578070
EGAN00001504091,PV658,PV658_BMMNC.bam,EGAF00001654429
EGAN00001504091,PV658,PV658_DNA.bam,EGAF00001654430
EGAN00001504091,PV658,PV658_BMMNC.bam,EGAF00001654794
EGAN00001504091,PV658,PV658_DNA.bam,EGAF00001654795
EGAN00001504092,PV663,PV663_BMMNC.bam,EGAF00001578071
EGAN00001504092,PV663,PV663_CD34.bam,EGAF00001578072
EGAN00001504092,PV663,PV663_DNA.bam,EGAF00001578073
EGAN00001504092,PV663,PV663_BMMNC.bam,EGAF00001654431
EGAN00001504092,PV663,PV663_CD34.bam,EGAF00001654432
EGAN00001504092,PV663,PV663_DNA.bam,EGAF00001654433
EGAN00001504092,PV663,PV663_BMMNC.bam,EGAF00001654796
EGAN00001504092,PV663,PV663_CD34.bam,EGAF00001654797
EGAN00001504092,PV663,PV663_DNA.bam,EGAF00001654798
EGAN00001504093,PV664,PV664_BMMNC.bam,EGAF00001578074
EGAN00001504093,PV664,PV664_DNA.bam,EGAF00001578075
EGAN00001504093,PV664,PV664_BMMNC.bam,EGAF00001654434
EGAN00001504093,PV664,PV664_DNA.bam,EGAF00001654435
EGAN00001504093,PV664,PV664_BMMNC.bam,EGAF00001654799
EGAN00001504093,PV664,PV664_DNA.bam,EGAF00001654800
EGAN00001504094,PV674,PV674_BMMNC.bam,EGAF00001578076
EGAN00001504094,PV674,PV674_DNA.bam,EGAF00001578077
EGAN00001504094,PV674,PV674_BMMNC.bam,EGAF00001654436
EGAN00001504094,PV674,PV674_DNA.bam,EGAF00001654437
EGAN00001504094,PV674,PV674_BMMNC.bam,EGAF00001654801
EGAN00001504094,PV674,PV674_DNA.bam,EGAF00001654802
EGAN00001504095,PV676,PV676_BMMNC.bam,EGAF00001578078
EGAN00001504095,PV676,PV676_DNA.bam,EGAF00001578079
EGAN00001504095,PV676,PV676_BMMNC.bam,EGAF00001654438
EGAN00001504095,PV676,PV676_DNA.bam,EGAF00001654439
EGAN00001504095,PV676,PV676_BMMNC.bam,EGAF00001654803
EGAN00001504095,PV676,PV676_DNA.bam,EGAF00001654804
EGAN00001504096,PV679,PV679_BMMNC.bam,EGAF00001578080
EGAN00001504096,PV679,PV679_DNA.bam,EGAF00001578081
EGAN00001504096,PV679,PV679_BMMNC.bam,EGAF00001654440
EGAN00001504096,PV679,PV679_DNA.bam,EGAF00001654441
EGAN00001504096,PV679,PV679_BMMNC.bam,EGAF00001654805
EGAN00001504096,PV679,PV679_DNA.bam,EGAF00001654806
EGAN00001504097,PV680,PV680_BMMNC.bam,EGAF00001578082
EGAN00001504097,PV680,PV680_DNA.bam,EGAF00001578083
EGAN00001504097,PV680,PV680_BMMNC.bam,EGAF00001654442
EGAN00001504097,PV680,PV680_DNA.bam,EGAF00001654443
EGAN00001504097,PV680,PV680_BMMNC.bam,EGAF00001654807
EGAN00001504097,PV680,PV680_DNA.bam,EGAF00001654808
EGAN00001504098,PV683,PV683_BMMNC.bam,EGAF00001578084
EGAN00001504098,PV683,PV683_DNA.bam,EGAF00001578085
EGAN00001504098,PV683,PV683_BMMNC.bam,EGAF00001654444
EGAN00001504098,PV683,PV683_DNA.bam,EGAF00001654587
EGAN00001504098,PV683,PV683_BMMNC.bam,EGAF00001654809
EGAN00001504098,PV683,PV683_DNA.bam,EGAF00001654810
EGAN00001504099,PV689,PV689_BMMNC.bam,EGAF00001578086
EGAN00001504099,PV689,PV689_DNA.bam,EGAF00001578110
EGAN00001504099,PV689,PV689_BMMNC.bam,EGAF00001654588
EGAN00001504099,PV689,PV689_DNA.bam,EGAF00001654589
EGAN00001504099,PV689,PV689_BMMNC.bam,EGAF00001654811
EGAN00001504099,PV689,PV689_DNA.bam,EGAF00001654812
EGAN00001504100,PV692,PV692_BMMNC.bam,EGAF00001578111
EGAN00001504100,PV692,PV692_DNA.bam,EGAF00001578112
EGAN00001504100,PV692,PV692_BMMNC.bam,EGAF00001654590
EGAN00001504100,PV692,PV692_DNA.bam,EGAF00001654591
EGAN00001504100,PV692,PV692_BMMNC.bam,EGAF00001654813
EGAN00001504100,PV692,PV692_DNA.bam,EGAF00001654814
EGAN00001504101,PV693,PV693_CD34.bam,EGAF00001578113
EGAN00001504101,PV693,PV693_DNA.bam,EGAF00001578114
EGAN00001504101,PV693,PV693_CD34.bam,EGAF00001654592
EGAN00001504101,PV693,PV693_DNA.bam,EGAF00001654593
EGAN00001504101,PV693,PV693_CD34.bam,EGAF00001654815
EGAN00001504101,PV693,PV693_DNA.bam,EGAF00001654816
EGAN00001504102,PV695,PV695_BMMNC.bam,EGAF00001578115
EGAN00001504102,PV695,PV695_DNA.bam,EGAF00001578116
EGAN00001504102,PV695,PV695_BMMNC.bam,EGAF00001654594
EGAN00001504102,PV695,PV695_DNA.bam,EGAF00001654595
EGAN00001504102,PV695,PV695_BMMNC.bam,EGAF00001654932
EGAN00001504102,PV695,PV695_DNA.bam,EGAF00001654933
EGAN00001504103,PV698,PV698_BMMNC.bam,EGAF00001578117
EGAN00001504103,PV698,PV698_CD34.bam,EGAF00001578118
EGAN00001504103,PV698,PV698_DNA.bam,EGAF00001578119
EGAN00001504103,PV698,PV698_day14.bam,EGAF00001578120
EGAN00001504103,PV698,PV698_day7.bam,EGAF00001578121
EGAN00001504103,PV698,PV698_BMMNC.bam,EGAF00001654596
EGAN00001504103,PV698,PV698_CD34.bam,EGAF00001654597
EGAN00001504103,PV698,PV698_DNA.bam,EGAF00001654598
EGAN00001504103,PV698,PV698_day14.bam,EGAF00001654599
EGAN00001504103,PV698,PV698_day7.bam,EGAF00001654600
EGAN00001504103,PV698,PV698_BMMNC.bam,EGAF00001654934
EGAN00001504103,PV698,PV698_CD34.bam,EGAF00001654935
EGAN00001504103,PV698,PV698_DNA.bam,EGAF00001654936
EGAN00001504103,PV698,PV698_day14.bam,EGAF00001654937
EGAN00001504103,PV698,PV698_day7.bam,EGAF00001654938
EGAN00001504104,PV699,PV699_BMMNC.bam,EGAF00001578122
EGAN00001504104,PV699,PV699_DNA.bam,EGAF00001578123
EGAN00001504104,PV699,PV699_BMMNC.bam,EGAF00001654601
EGAN00001504104,PV699,PV699_DNA.bam,EGAF00001654602
EGAN00001504104,PV699,PV699_BMMNC.bam,EGAF00001654939
EGAN00001504104,PV699,PV699_DNA.bam,EGAF00001654940
EGAN00001504105,PV701,PV701_CD34.bam,EGAF00001578124
EGAN00001504105,PV701,PV701_DNA.bam,EGAF00001578125
EGAN00001504105,PV701,PV701_day14.bam,EGAF00001578126
EGAN00001504105,PV701,PV701_day7.bam,EGAF00001578127
EGAN00001504105,PV701,PV701_CD34.bam,EGAF00001654603
EGAN00001504105,PV701,PV701_DNA.bam,EGAF00001654604
EGAN00001504105,PV701,PV701_day14.bam,EGAF00001654605
EGAN00001504105,PV701,PV701_day7.bam,EGAF00001654606
EGAN00001504105,PV701,PV701_CD34.bam,EGAF00001654941
EGAN00001504105,PV701,PV701_DNA.bam,EGAF00001654942
EGAN00001504105,PV701,PV701_day14.bam,EGAF00001654943
EGAN00001504105,PV701,PV701_day7.bam,EGAF00001654944
EGAN00001504106,PV734,PV734_BMMNC.bam,EGAF00001578128
EGAN00001504106,PV734,PV734_CD34.bam,EGAF00001578129
EGAN00001504106,PV734,PV734_DNA.bam,EGAF00001578130
EGAN00001504106,PV734,PV734_BMMNC.bam,EGAF00001654607
EGAN00001504106,PV734,PV734_CD34.bam,EGAF00001654608
EGAN00001504106,PV734,PV734_DNA.bam,EGAF00001654609
EGAN00001504106,PV734,PV734_BMMNC.bam,EGAF00001654945
EGAN00001504106,PV734,PV734_CD34.bam,EGAF00001654946
EGAN00001504106,PV734,PV734_DNA.bam,EGAF00001654947
EGAN00001504107,PV756,PV756_BMMNC.bam,EGAF00001578131
EGAN00001504107,PV756,PV756_DNA.bam,EGAF00001578132
EGAN00001504107,PV756,PV756_BMMNC.bam,EGAF00001654748
EGAN00001504107,PV756,PV756_DNA.bam,EGAF00001654749
EGAN00001504107,PV756,PV756_BMMNC.bam,EGAF00001654948
EGAN00001504107,PV756,PV756_DNA.bam,EGAF00001654949
EGAN00001504108,PV776,PV776_CD34.bam,EGAF00001577583
EGAN00001504108,PV776,PV776_DNA.bam,EGAF00001577584
EGAN00001504108,PV776,PV776_CD34.bam,EGAF00001654750
EGAN00001504108,PV776,PV776_DNA.bam,EGAF00001654751
EGAN00001504108,PV776,PV776_CD34.bam,EGAF00001654950
EGAN00001504108,PV776,PV776_DNA.bam,EGAF00001654951
EGAN00001504109,PV830,PV830_CD34.bam,EGAF00001577585
EGAN00001504109,PV830,PV830_CD34.bam,EGAF00001654752
EGAN00001504109,PV830,PV830_CD34.bam,EGAF00001654952
EGAN00001504110,PV836,PV836_CD34.bam,EGAF00001577586
EGAN00001504110,PV836,PV836_DNA.bam,EGAF00001577587
EGAN00001504110,PV836,PV836_CD34.bam,EGAF00001654753
EGAN00001504110,PV836,PV836_DNA.bam,EGAF00001654754
EGAN00001504110,PV836,PV836_CD34.bam,EGAF00001654953
EGAN00001504110,PV836,PV836_DNA.bam,EGAF00001654954
EGAN00001504111,PV838,PV838_BMMNC.bam,EGAF00001577588
EGAN00001504111,PV838,PV838_DNA.bam,EGAF00001577589
EGAN00001504111,PV838,PV838_BMMNC.bam,EGAF00001654129
EGAN00001504111,PV838,PV838_DNA.bam,EGAF00001654130
EGAN00001504111,PV838,PV838_BMMNC.bam,EGAF00001654755
EGAN00001504111,PV838,PV838_DNA.bam,EGAF00001654756
EGAN00001504112,PV859,PV859_BMMNC.bam,EGAF00001577590
EGAN00001504112,PV859,PV859_CD34.bam,EGAF00001577591
EGAN00001504112,PV859,PV859_DNA.bam,EGAF00001577592
EGAN00001504112,PV859,PV859_BMMNC.bam,EGAF00001654131
EGAN00001504112,PV859,PV859_CD34.bam,EGAF00001654132
EGAN00001504112,PV859,PV859_DNA.bam,EGAF00001654133
EGAN00001504112,PV859,PV859_BMMNC.bam,EGAF00001654757
EGAN00001504112,PV859,PV859_CD34.bam,EGAF00001654758
EGAN00001504112,PV859,PV859_DNA.bam,EGAF00001654759
EGAN00001504113,PV865,PV865_CD34.bam,EGAF00001577593
EGAN00001504113,PV865,PV865_DNA.bam,EGAF00001577594
EGAN00001504113,PV865,PV865_CD34.bam,EGAF00001654134
EGAN00001504113,PV865,PV865_DNA.bam,EGAF00001654135
EGAN00001504113,PV865,PV865_CD34.bam,EGAF00001654760
EGAN00001504113,PV865,PV865_DNA.bam,EGAF00001654761
EGAN00001504114,PV866,PV866_CD34.bam,EGAF00001577595
EGAN00001504114,PV866,PV866_DNA.bam,EGAF00001577596
EGAN00001504114,PV866,PV866_CD34.bam,EGAF00001654136
EGAN00001504114,PV866,PV866_DNA.bam,EGAF00001654137
EGAN00001504114,PV866,PV866_CD34.bam,EGAF00001654762
EGAN00001504114,PV866,PV866_DNA.bam,EGAF00001654763
EGAN00001504115,PV868,PV868_BMMNC.bam,EGAF00001577597
EGAN00001504115,PV868,PV868_CD34.bam,EGAF00001577598
EGAN00001504115,PV868,PV868_DNA.bam,EGAF00001577599
EGAN00001504115,PV868,PV868_BMMNC.bam,EGAF00001654138
EGAN00001504115,PV868,PV868_CD34.bam,EGAF00001654139
EGAN00001504115,PV868,PV868_DNA.bam,EGAF00001654140
EGAN00001504115,PV868,PV868_BMMNC.bam,EGAF00001654764
EGAN00001504115,PV868,PV868_CD34.bam,EGAF00001654765
EGAN00001504115,PV868,PV868_DNA.bam,EGAF00001654766
EGAN00001504116,PV869,PV869_BMMNC.bam,EGAF00001577600
EGAN00001504116,PV869,PV869_CD34.bam,EGAF00001577601
EGAN00001504116,PV869,PV869_DNA.bam,EGAF00001577602
EGAN00001504116,PV869,PV869_BMMNC.bam,EGAF00001654141
EGAN00001504116,PV869,PV869_CD34.bam,EGAF00001654142
EGAN00001504116,PV869,PV869_DNA.bam,EGAF00001654143
EGAN00001504116,PV869,PV869_BMMNC.bam,EGAF00001654767
EGAN00001504116,PV869,PV869_CD34.bam,EGAF00001654768
EGAN00001504116,PV869,PV869_DNA.bam,EGAF00001654769
EGAN00001504117,PV870,PV870_BMMNC.bam,EGAF00001577603
EGAN00001504117,PV870,PV870_CD34.bam,EGAF00001577604
EGAN00001504117,PV870,PV870_DNA.bam,EGAF00001577605
EGAN00001504117,PV870,PV870_BMMNC.bam,EGAF00001654144
EGAN00001504117,PV870,PV870_CD34.bam,EGAF00001654145
EGAN00001504117,PV870,PV870_DNA.bam,EGAF00001654146
EGAN00001504117,PV870,PV870_BMMNC.bam,EGAF00001654770
EGAN00001504117,PV870,PV870_CD34.bam,EGAF00001654886
EGAN00001504117,PV870,PV870_DNA.bam,EGAF00001654887
EGAN00001504118,PV872,PV872_BMMNC.bam,EGAF00001577629
EGAN00001504118,PV872,PV872_CD34.bam,EGAF00001577630
EGAN00001504118,PV872,PV872_DNA.bam,EGAF00001577631
EGAN00001504118,PV872,PV872_BMMNC.bam,EGAF00001654147
EGAN00001504118,PV872,PV872_CD34.bam,EGAF00001654148
EGAN00001504118,PV872,PV872_DNA.bam,EGAF00001654149
EGAN00001504118,PV872,PV872_BMMNC.bam,EGAF00001654888
EGAN00001504118,PV872,PV872_CD34.bam,EGAF00001654889
EGAN00001504118,PV872,PV872_DNA.bam,EGAF00001654890
EGAN00001504119,PV873,PV873_BMMNC.bam,EGAF00001577632
EGAN00001504119,PV873,PV873_DNA.bam,EGAF00001577633
EGAN00001504119,PV873,PV873_BMMNC.bam,EGAF00001654150
EGAN00001504119,PV873,PV873_DNA.bam,EGAF00001654151
EGAN00001504119,PV873,PV873_BMMNC.bam,EGAF00001654891
EGAN00001504119,PV873,PV873_DNA.bam,EGAF00001654892
EGAN00001504120,PV875,PV875_BMMNC.bam,EGAF00001577634
EGAN00001504120,PV875,PV875_DNA.bam,EGAF00001577635
EGAN00001504120,PV875,PV875_BMMNC.bam,EGAF00001654215
EGAN00001504120,PV875,PV875_DNA.bam,EGAF00001654216
EGAN00001504120,PV875,PV875_BMMNC.bam,EGAF00001654893
EGAN00001504120,PV875,PV875_DNA.bam,EGAF00001654894
EGAN00001504121,PV881,PV881_BMMNC.bam,EGAF00001577636
EGAN00001504121,PV881,PV881_DNA.bam,EGAF00001577637
EGAN00001504121,PV881,PV881_BMMNC.bam,EGAF00001654217
EGAN00001504121,PV881,PV881_DNA.bam,EGAF00001654218
EGAN00001504121,PV881,PV881_BMMNC.bam,EGAF00001654895
EGAN00001504121,PV881,PV881_DNA.bam,EGAF00001654896
EGAN00001504122,PV886,PV886_BMMNC.bam,EGAF00001577638
EGAN00001504122,PV886,PV886_DNA.bam,EGAF00001577639
EGAN00001504122,PV886,PV886_BMMNC.bam,EGAF00001654219
EGAN00001504122,PV886,PV886_DNA.bam,EGAF00001654220
EGAN00001504122,PV886,PV886_BMMNC.bam,EGAF00001654897
EGAN00001504122,PV886,PV886_DNA.bam,EGAF00001654898
EGAN00001504123,PV889,PV889_BMMNC.bam,EGAF00001577640
EGAN00001504123,PV889,PV889_DNA.bam,EGAF00001577641
EGAN00001504123,PV889,PV889_BMMNC.bam,EGAF00001654221
EGAN00001504123,PV889,PV889_DNA.bam,EGAF00001654222
EGAN00001504123,PV889,PV889_BMMNC.bam,EGAF00001654899
EGAN00001504123,PV889,PV889_DNA.bam,EGAF00001654900
EGAN00001504124,PV898,PV898_CD34.bam,EGAF00001577642
EGAN00001504124,PV898,PV898_DNA.bam,EGAF00001577643
EGAN00001504124,PV898,PV898_CD34.bam,EGAF00001654223
EGAN00001504124,PV898,PV898_DNA.bam,EGAF00001654224
EGAN00001504124,PV898,PV898_CD34.bam,EGAF00001654901
EGAN00001504124,PV898,PV898_DNA.bam,EGAF00001654902
EGAN00001504125,PV906,PV906_BMMNC.bam,EGAF00001577644
EGAN00001504125,PV906,PV906_DNA.bam,EGAF00001577645
EGAN00001504125,PV906,PV906_BMMNC.bam,EGAF00001654225
EGAN00001504125,PV906,PV906_DNA.bam,EGAF00001654226
EGAN00001504125,PV906,PV906_BMMNC.bam,EGAF00001654903
EGAN00001504125,PV906,PV906_DNA.bam,EGAF00001654904
EGAN00001504126,PV908,PV908_BMMNC_CHX.bam,EGAF00001577646
EGAN00001504126,PV908,PV908_BMMNC_untreated.bam,EGAF00001577647
EGAN00001504126,PV908,PV908_BMMNC_CHX.bam,EGAF00001654227
EGAN00001504126,PV908,PV908_BMMNC_untreated.bam,EGAF00001654228
EGAN00001504126,PV908,PV908_BMMNC_CHX.bam,EGAF00001654905
EGAN00001504126,PV908,PV908_BMMNC_untreated.bam,EGAF00001654906
EGAN00001504127,PV910,PV910_BMMNC.bam,EGAF00001577648
EGAN00001504127,PV910,PV910_DNA.bam,EGAF00001577649
EGAN00001504127,PV910,PV910_BMMNC.bam,EGAF00001654229
EGAN00001504127,PV910,PV910_DNA.bam,EGAF00001654230
EGAN00001504127,PV910,PV910_BMMNC.bam,EGAF00001654907
EGAN00001504127,PV910,PV910_DNA.bam,EGAF00001654908
EGAN00001504128,PV912,PV912_BMMNC.bam,EGAF00001577650
EGAN00001504128,PV912,PV912_CD34.bam,EGAF00001577651
EGAN00001504128,PV912,PV912_DNA.bam,EGAF00001577712
EGAN00001504128,PV912,PV912_BMMNC.bam,EGAF00001654231
EGAN00001504128,PV912,PV912_CD34.bam,EGAF00001654232
EGAN00001504128,PV912,PV912_DNA.bam,EGAF00001654233
EGAN00001504128,PV912,PV912_BMMNC.bam,EGAF00001655016
EGAN00001504128,PV912,PV912_CD34.bam,EGAF00001655017
EGAN00001504128,PV912,PV912_DNA.bam,EGAF00001655018
EGAN00001504129,PV913,PV913_BMMNC.bam,EGAF00001577713
EGAN00001504129,PV913,PV913_DNA.bam,EGAF00001577714
EGAN00001504129,PV913,PV913_BMMNC.bam,EGAF00001654234
EGAN00001504129,PV913,PV913_DNA.bam,EGAF00001654235
EGAN00001504129,PV913,PV913_BMMNC.bam,EGAF00001655019
EGAN00001504129,PV913,PV913_DNA.bam,EGAF00001655020
EGAN00001504130,PV915,PV915_BMMNC.bam,EGAF00001577715
EGAN00001504130,PV915,PV915_DNA.bam,EGAF00001577739
EGAN00001504130,PV915,PV915_BMMNC.bam,EGAF00001654236
EGAN00001504130,PV915,PV915_DNA.bam,EGAF00001654237
EGAN00001504130,PV915,PV915_BMMNC.bam,EGAF00001655021
EGAN00001504130,PV915,PV915_DNA.bam,EGAF00001655022
EGAN00001504131,PV916,PV916_BMMNC.bam,EGAF00001577740
EGAN00001504131,PV916,PV916_DNA.bam,EGAF00001577741
EGAN00001504131,PV916,PV916_BMMNC.bam,EGAF00001654353
EGAN00001504131,PV916,PV916_DNA.bam,EGAF00001654354
EGAN00001504131,PV916,PV916_BMMNC.bam,EGAF00001655023
EGAN00001504131,PV916,PV916_DNA.bam,EGAF00001655024
EGAN00001504132,PV918,PV918_BMMNC.bam,EGAF00001577742
EGAN00001504132,PV918,PV918_DNA.bam,EGAF00001577766
EGAN00001504132,PV918,PV918_BMMNC.bam,EGAF00001654355
EGAN00001504132,PV918,PV918_DNA.bam,EGAF00001654356
EGAN00001504132,PV918,PV918_BMMNC.bam,EGAF00001655025
EGAN00001504132,PV918,PV918_DNA.bam,EGAF00001655026
EGAN00001504133,PV921,PV921_BMMNC.bam,EGAF00001577767
EGAN00001504133,PV921,PV921_DNA.bam,EGAF00001577768
EGAN00001504133,PV921,PV921_BMMNC.bam,EGAF00001654357
EGAN00001504133,PV921,PV921_DNA.bam,EGAF00001654358
EGAN00001504133,PV921,PV921_BMMNC.bam,EGAF00001655027
EGAN00001504133,PV921,PV921_DNA.bam,EGAF00001655028
EGAN00001504134,PV922,PV922_BMMNC.bam,EGAF00001577769
EGAN00001504134,PV922,PV922_DNA.bam,EGAF00001577793
EGAN00001504134,PV922,PV922_BMMNC.bam,EGAF00001654359
EGAN00001504134,PV922,PV922_DNA.bam,EGAF00001654360
EGAN00001504134,PV922,PV922_BMMNC.bam,EGAF00001655029
EGAN00001504134,PV922,PV922_DNA.bam,EGAF00001655030
EGAN00001504135,PV926,PV926_BMMNC_CHX.bam,EGAF00001577794
EGAN00001504135,PV926,PV926_BMMNC_untreated.bam,EGAF00001577795
EGAN00001504135,PV926,PV926_CD34.bam,EGAF00001577796
EGAN00001504135,PV926,PV926_DNA.bam,EGAF00001577820
EGAN00001504135,PV926,PV926_BMMNC_CHX.bam,EGAF00001654361
EGAN00001504135,PV926,PV926_BMMNC_untreated.bam,EGAF00001654362
EGAN00001504135,PV926,PV926_CD34.bam,EGAF00001654363
EGAN00001504135,PV926,PV926_DNA.bam,EGAF00001654364
EGAN00001504135,PV926,PV926_BMMNC_CHX.bam,EGAF00001655031
EGAN00001504135,PV926,PV926_BMMNC_untreated.bam,EGAF00001655032
EGAN00001504135,PV926,PV926_CD34.bam,EGAF00001655033
EGAN00001504135,PV926,PV926_DNA.bam,EGAF00001655034
EGAN00001504136,PV927,PV927_BMMNC.bam,EGAF00001577821
EGAN00001504136,PV927,PV927_BMMNC.bam,EGAF00001654365
EGAN00001504136,PV927,PV927_BMMNC.bam,EGAF00001655035
EGAN00001504137,PV928,PV928_BMMNC.bam,EGAF00001577822
EGAN00001504137,PV928,PV928_CD34.bam,EGAF00001577823
EGAN00001504137,PV928,PV928_BMMNC.bam,EGAF00001654366
EGAN00001504137,PV928,PV928_CD34.bam,EGAF00001654367
EGAN00001504137,PV928,PV928_BMMNC.bam,EGAF00001655036
EGAN00001504137,PV928,PV928_CD34.bam,EGAF00001655037
EGAN00001504138,PV929,PV929_BMMNC.bam,EGAF00001577847
EGAN00001504138,PV929,PV929_CD34_CHX.bam,EGAF00001577848
EGAN00001504138,PV929,PV929_CD34_untreated.bam,EGAF00001577872
EGAN00001504138,PV929,PV929_DNA.bam,EGAF00001577873
EGAN00001504138,PV929,PV929_BMMNC.bam,EGAF00001654368
EGAN00001504138,PV929,PV929_CD34_CHX.bam,EGAF00001654369
EGAN00001504138,PV929,PV929_CD34_untreated.bam,EGAF00001654370
EGAN00001504138,PV929,PV929_DNA.bam,EGAF00001654371
EGAN00001504138,PV929,PV929_BMMNC.bam,EGAF00001655038
EGAN00001504138,PV929,PV929_CD34_CHX.bam,EGAF00001655108
EGAN00001504138,PV929,PV929_CD34_untreated.bam,EGAF00001655109
EGAN00001504138,PV929,PV929_DNA.bam,EGAF00001655110
EGAN00001504139,PV932,PV932_BMMNC.bam,EGAF00001577874
EGAN00001504139,PV932,PV932_DNA.bam,EGAF00001577875
EGAN00001504139,PV932,PV932_BMMNC.bam,EGAF00001654372
EGAN00001504139,PV932,PV932_DNA.bam,EGAF00001654373
EGAN00001504139,PV932,PV932_BMMNC.bam,EGAF00001655111
EGAN00001504139,PV932,PV932_DNA.bam,EGAF00001655112
EGAN00001504140,PV934,PV934_BMMNC_CHX.bam,EGAF00001577876
EGAN00001504140,PV934,PV934_BMMNC_untreated.bam,EGAF00001577877
EGAN00001504140,PV934,PV934_CD34.bam,EGAF00001577878
EGAN00001504140,PV934,PV934_DNA.bam,EGAF00001577879
EGAN00001504140,PV934,PV934_BMMNC_CHX.bam,EGAF00001654374
EGAN00001504140,PV934,PV934_BMMNC_untreated.bam,EGAF00001654375
EGAN00001504140,PV934,PV934_CD34.bam,EGAF00001654518
EGAN00001504140,PV934,PV934_DNA.bam,EGAF00001654519
EGAN00001504140,PV934,PV934_BMMNC_CHX.bam,EGAF00001655113
EGAN00001504140,PV934,PV934_BMMNC_untreated.bam,EGAF00001655114
EGAN00001504140,PV934,PV934_CD34.bam,EGAF00001655115
EGAN00001504140,PV934,PV934_DNA.bam,EGAF00001655116
EGAN00001504141,PV937,PV937_BMMNC.bam,EGAF00001577880
EGAN00001504141,PV937,PV937_DNA.bam,EGAF00001577881
EGAN00001504141,PV937,PV937_BMMNC.bam,EGAF00001654520
EGAN00001504141,PV937,PV937_DNA.bam,EGAF00001654521
EGAN00001504141,PV937,PV937_BMMNC.bam,EGAF00001655117
EGAN00001504141,PV937,PV937_DNA.bam,EGAF00001655118
EGAN00001504142,PV951,PV951_day14.bam,EGAF00001577882
EGAN00001504142,PV951,PV951_day7.bam,EGAF00001577883
EGAN00001504142,PV951,PV951_day14.bam,EGAF00001654522
EGAN00001504142,PV951,PV951_day7.bam,EGAF00001654523
EGAN00001504142,PV951,PV951_day14.bam,EGAF00001655119
EGAN00001504142,PV951,PV951_day7.bam,EGAF00001655120
EGAN00001504143,PV952,PV952_CD34.bam,EGAF00001577884
EGAN00001504143,PV952,PV952_DNA.bam,EGAF00001577885
EGAN00001504143,PV952,PV952_CD34.bam,EGAF00001654524
EGAN00001504143,PV952,PV952_DNA.bam,EGAF00001654525
EGAN00001504143,PV952,PV952_CD34.bam,EGAF00001655121
EGAN00001504143,PV952,PV952_DNA.bam,EGAF00001655122
EGAN00001504144,PV954,PV954_BMMNC.bam,EGAF00001577886
EGAN00001504144,PV954,PV954_DNA.bam,EGAF00001577887
EGAN00001504144,PV954,PV954_BMMNC.bam,EGAF00001654526
EGAN00001504144,PV954,PV954_DNA.bam,EGAF00001654527
EGAN00001504144,PV954,PV954_BMMNC.bam,EGAF00001655123
EGAN00001504144,PV954,PV954_DNA.bam,EGAF00001655124
EGAN00001504145,PV957,PV957_BMMNC.bam,EGAF00001577888
EGAN00001504145,PV957,PV957_BMMNC.bam,EGAF00001654528
EGAN00001504145,PV957,PV957_BMMNC.bam,EGAF00001655125
EGAN00001504146,PV965,PV965_CD34.bam,EGAF00001577889
EGAN00001504146,PV965,PV965_DNA.bam,EGAF00001577890
EGAN00001504146,PV965,PV965_CD34.bam,EGAF00001654529
EGAN00001504146,PV965,PV965_DNA.bam,EGAF00001654530
EGAN00001504146,PV965,PV965_CD34.bam,EGAF00001655126
EGAN00001504146,PV965,PV965_DNA.bam,EGAF00001655127
EGAN00001504147,PV97,PV97_BMMNC_CHX.bam,EGAF00001577926
EGAN00001504147,PV97,PV97_BMMNC_untreated.bam,EGAF00001577927
EGAN00001504147,PV97,PV97_BMMNC_CHX.bam,EGAF00001654538
EGAN00001504147,PV97,PV97_BMMNC_untreated.bam,EGAF00001654539
EGAN00001504147,PV97,PV97_BMMNC_CHX.bam,EGAF00001655158
EGAN00001504147,PV97,PV97_BMMNC_untreated.bam,EGAF00001655159
EGAN00001504148,PV970,PV970_BMMNC.bam,EGAF00001577891
EGAN00001504148,PV970,PV970_DNA.bam,EGAF00001577892
EGAN00001504148,PV970,PV970_BMMNC.bam,EGAF00001654531
EGAN00001504148,PV970,PV970_DNA.bam,EGAF00001654532
EGAN00001504148,PV970,PV970_BMMNC.bam,EGAF00001655128
EGAN00001504148,PV970,PV970_DNA.bam,EGAF00001655129
EGAN00001504149,PV971,PV971_day14.bam,EGAF00001577893
EGAN00001504149,PV971,PV971_day7.bam,EGAF00001577894
EGAN00001504149,PV971,PV971_day14.bam,EGAF00001654533
EGAN00001504149,PV971,PV971_day7.bam,EGAF00001654534
EGAN00001504149,PV971,PV971_day14.bam,EGAF00001655130
EGAN00001504149,PV971,PV971_day7.bam,EGAF00001655154
EGAN00001504150,PV974,PV974_BMMNC.bam,EGAF00001577923
EGAN00001504150,PV974,PV974_CD34.bam,EGAF00001577924
EGAN00001504150,PV974,PV974_DNA.bam,EGAF00001577925
EGAN00001504150,PV974,PV974_BMMNC.bam,EGAF00001654535
